年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,TV放送,id
2016,Ｊ２,第２９節第１日,08/14(日),18:04,清水,2-2,山口,アイスタ,12,729,スカパー！／スカパー！プレミアムサービス,18511
2016,Ｊ２,第２９節第１日,08/14(日),18:06,東京Ｖ,0-2,横浜FC,味スタ,7,235,スカパー！／スカパー！プレミアムサービス,18510
2016,Ｊ２,第２９節第１日,08/14(日),19:03,熊本,3-0,千葉,うまスタ,4,538,スカパー！／スカパー！プレミアムサービス,18518
2016,Ｊ２,第２９節第１日,08/14(日),19:03,岡山,3-1,讃岐,Ｃスタ,12,233,スカパー！／スカパー！プレミアムサービス,18517
2016,Ｊ２,第２９節第１日,08/14(日),19:04,京都,1-0,町田,西京極,4,622,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都,18515
2016,Ｊ２,第２９節第１日,08/14(日),19:45,Ｃ大阪,0-1,松本,金鳥スタ,13,593,スカパー！／スカパー！プレミアムサービス,18516
2016,Ｊ２,第２９節第２日,08/15(月),19:04,群馬,2-1,水戸,正田スタ,4,002,スカパー！／スカパー！プレミアムサービス,18509
2016,Ｊ２,第３０節第１日,08/21(日),18:03,千葉,2-0,岡山,フクアリ,10,109,スカパー！／スカパー！プレミアムサービス／千葉テレビ,18521
2016,Ｊ２,第３０節第１日,08/21(日),18:03,横浜FC,0-2,清水,ニッパツ,6,302,スカパー！／スカパー！プレミアムサービス,18522
2016,Ｊ２,第３０節第１日,08/21(日),18:03,長崎,1-1,愛媛,トラスタ,5,769,スカパー！／スカパー！プレミアムサービス,18525
2016,Ｊ２,第３０節第１日,08/21(日),18:03,水戸,3-2,讃岐,Ｋｓスタ,4,105,スカパー！／スカパー！プレミアムサービス,18520
2016,Ｊ２,第３０節第１日,08/21(日),18:04,山形,1-1,岐阜,ＮＤスタ,6,005,スカパー！／スカパー！プレミアムサービス,18519
2016,Ｊ２,第３０節第１日,08/21(日),18:04,金沢,1-3,Ｃ大阪,石川西部,9,316,スカパー！／スカパー！プレミアムサービス,18523
2016,Ｊ２,第３０節第１日,08/21(日),18:04,徳島,3-1,東京Ｖ,鳴門大塚,3,618,スカパー！／スカパー！プレミアムサービス,18524
2016,Ｊ２,第３０節第１日,08/21(日),19:03,熊本,1-6,北九州,うまスタ,4,549,スカパー！／スカパー！プレミアムサービス,18529
2016,Ｊ２,第３０節第１日,08/21(日),19:03,町田,0-0,群馬,町田,3,679,スカパー！／スカパー！プレミアムサービス,18526
2016,Ｊ２,第３０節第１日,08/21(日),19:03,山口,0-0,松本,維新公園,6,408,スカパー！／スカパー！プレミアムサービス,18528
2016,Ｊ２,第３０節第１日,08/21(日),19:04,京都,0-0,札幌,西京極,7,464,スカパー！／スカパー！プレミアムサービス,18527
2016,Ｊ２,第１２節第３日,08/25(木),19:05,札幌,1-0,熊本,札幌ド,9,834,スカパー！／スカパー！プレミアムサービス／北海道文化放送（録）,18329
2016,Ｊ２,第１１節第２日,08/31(水),19:03,熊本,1-2,愛媛,うまスタ,2,562,スカパー！／スカパー！プレミアムサービス／熊本放送,18320
2016,Ｊ２,第８節第５日,09/07(水),19:03,長崎,1-1,水戸,トラスタ,2,692,スカパー！／スカパー！プレミアムサービス,18282
2016,Ｊ２,第９節第２日,09/07(水),19:03,熊本,0-1,横浜FC,うまスタ,3,108,スカパー！／スカパー！プレミアムサービス,18291
2016,Ｊ２,第３１節第１日,09/11(日),12:07,札幌,3-1,群馬,札幌厚別,9,056,スカパー！／スカパー！プレミアムサービス／札幌テレビ,18530
2016,Ｊ２,第３１節第１日,09/11(日),18:04,清水,3-1,山形,アイスタ,8,646,スカパー！／スカパー！プレミアムサービス,18534
2016,Ｊ２,第３１節第１日,09/11(日),18:04,水戸,1-1,東京Ｖ,Ｋｓスタ,5,631,スカパー！／スカパー！プレミアムサービス,18531
2016,Ｊ２,第３１節第１日,09/11(日),18:04,岡山,1-0,山口,Ｃスタ,11,225,スカパー！／スカパー！プレミアムサービス,18537
2016,Ｊ２,第３１節第１日,09/11(日),18:04,北九州,0-1,徳島,本城,2,654,スカパー！／スカパー！プレミアムサービス,18540
2016,Ｊ２,第３１節第１日,09/11(日),18:04,松本,2-0,京都,松本,12,614,スカパー！／スカパー！プレミアムサービス,18533
2016,Ｊ２,第３１節第１日,09/11(日),18:05,町田,1-1,横浜FC,町田,5,101,スカパー！／スカパー！プレミアムサービス,18532
2016,Ｊ２,第３１節第１日,09/11(日),18:05,讃岐,1-1,金沢,ピカスタ,2,419,スカパー！／スカパー！プレミアムサービス,18538
2016,Ｊ２,第３１節第１日,09/11(日),18:06,岐阜,0-2,千葉,長良川,7,562,スカパー！／スカパー！プレミアムサービス／岐阜放送（録）,18535
2016,Ｊ２,第３１節第１日,09/11(日),19:04,Ｃ大阪,2-0,長崎,金鳥スタ,9,622,スカパー！／スカパー！プレミアムサービス,18536
2016,Ｊ２,第３１節第１日,09/11(日),19:04,愛媛,1-0,熊本,ニンスタ,2,955,スカパー！／スカパー！プレミアムサービス,18539
2016,Ｊ２,第３２節第１日,09/18(日),14:03,北九州,0-1,Ｃ大阪,本城,2,434,スカパー！／スカパー！プレミアムサービス,18549
2016,Ｊ２,第３２節第１日,09/18(日),16:03,千葉,1-1,山口,フクアリ,10,036,スカパー！／スカパー！プレミアムサービス／千葉テレビ,18543
2016,Ｊ２,第３２節第１日,09/18(日),16:03,東京Ｖ,3-2,讃岐,味フィ西,3,347,スカパー！／スカパー！プレミアムサービス,18544
2016,Ｊ２,第３２節第１日,09/18(日),16:04,清水,2-1,水戸,アイスタ,10,098,スカパー！／スカパー！プレミアムサービス,18547
2016,Ｊ２,第３２節第１日,09/18(日),17:03,横浜FC,2-0,京都,ニッパツ,4,040,スカパー！／スカパー！プレミアムサービス,18545
2016,Ｊ２,第３２節第１日,09/18(日),18:04,山形,2-1,徳島,ＮＤスタ,4,772,スカパー！／スカパー！プレミアムサービス,18541
2016,Ｊ２,第３２節第１日,09/18(日),18:04,金沢,1-2,町田,石川西部,2,076,スカパー！／スカパー！プレミアムサービス,18546
2016,Ｊ２,第３２節第１日,09/18(日),19:03,熊本,0-0,岡山,うまスタ,4,404,スカパー！／スカパー！プレミアムサービス,18551
2016,Ｊ２,第３２節第１日,09/18(日),19:04,群馬,1-1,松本,正田スタ,9,804,スカパー！／スカパー！プレミアムサービス／群馬テレビ（録）,18542
2016,Ｊ２,第３２節第１日,09/18(日),19:04,岐阜,2-1,愛媛,長良川,3,549,スカパー！／スカパー！プレミアムサービス／岐阜放送（録）,18548
2016,Ｊ２,第３２節第１日,09/18(日),19:33,長崎,0-0,札幌,トラスタ,7,298,スカパー！／スカパー！プレミアムサービス,18550
2016,Ｊ２,第３３節第１日,09/25(日),13:04,讃岐,1-0,横浜FC,ピカスタ,3,241,スカパー！／スカパー！プレミアムサービス／ＮＨＫ高松,18558
2016,Ｊ２,第３３節第１日,09/25(日),14:03,岡山,0-0,長崎,Ｃスタ,8,165,スカパー！／スカパー！プレミアムサービス,18556
2016,Ｊ２,第３３節第１日,09/25(日),14:04,松本,1-0,清水,松本,17,880,スカパー！／スカパー！プレミアムサービス／信越放送,18553
2016,Ｊ２,第３３節第１日,09/25(日),16:03,金沢,3-1,群馬,石川西部,3,633,スカパー！／スカパー！プレミアムサービス,18554
2016,Ｊ２,第３３節第１日,09/25(日),16:03,熊本,0-0,山形,うまスタ,4,341,スカパー！／スカパー！プレミアムサービス,18561
2016,Ｊ２,第３３節第１日,09/25(日),16:03,東京Ｖ,1-1,千葉,味スタ,6,121,スカパー！／スカパー！プレミアムサービス,18552
2016,Ｊ２,第３３節第１日,09/25(日),17:04,京都,0-0,北九州,西京極,6,919,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,18555
2016,Ｊ２,第３３節第１日,09/25(日),18:03,山口,2-3,岐阜,維新公園,5,026,スカパー！／スカパー！プレミアムサービス,18557
2016,Ｊ２,第３３節第１日,09/25(日),19:04,愛媛,1-1,水戸,ニンスタ,2,342,スカパー！／スカパー！プレミアムサービス,18560
2016,Ｊ２,第３３節第１日,09/25(日),19:04,徳島,0-1,Ｃ大阪,鳴門大塚,7,657,スカパー！／スカパー！プレミアムサービス,18559
2016,Ｊ２,第３３節第２日,09/26(月),19:04,札幌,3-2,町田,札幌ド,11,914,スカパー！／スカパー！プレミアムサービス／テレビ北海道（録）,18562
2016,Ｊ２,第３４節第１日,10/02(日),13:03,長崎,1-2,徳島,トラスタ,4,046,スカパー！／スカパー！プレミアムサービス,18573
2016,Ｊ２,第３４節第１日,10/02(日),13:04,水戸,1-0,山形,Ｋｓスタ,4,773,スカパー！／スカパー！プレミアムサービス,18563
2016,Ｊ２,第３４節第１日,10/02(日),13:04,群馬,2-1,千葉,正田スタ,6,956,スカパー！／スカパー！プレミアムサービス,18564
2016,Ｊ２,第３４節第１日,10/02(日),13:05,讃岐,2-4,松本,ピカスタ,3,082,スカパー！／スカパー！プレミアムサービス／西日本放送,18570
2016,Ｊ２,第３４節第１日,10/02(日),14:03,北九州,0-0,札幌,本城,3,095,スカパー！／スカパー！プレミアムサービス,18572
2016,Ｊ２,第３４節第１日,10/02(日),14:03,山口,0-2,熊本,下関,7,609,スカパー！／スカパー！プレミアムサービス,18569
2016,Ｊ２,第３４節第１日,10/02(日),14:04,Ｃ大阪,1-2,清水,ヤンマー,23,781,スカパー！／スカパー！プレミアムサービス,18568
2016,Ｊ２,第３４節第１日,10/02(日),15:04,京都,0-0,金沢,西京極,8,320,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,18567
2016,Ｊ２,第３４節第１日,10/02(日),16:03,町田,2-1,東京Ｖ,町田,5,016,スカパー！／スカパー！プレミアムサービス,18565
2016,Ｊ２,第３４節第１日,10/02(日),18:04,岐阜,0-5,岡山,長良川,5,250,スカパー！／スカパー！プレミアムサービス／岐阜放送（録）,18566
2016,Ｊ２,第３４節第１日,10/02(日),19:04,愛媛,3-0,横浜FC,ニンスタ,8,215,スカパー！／スカパー！プレミアムサービス,18571
2016,Ｊ２,第３５節第１日,10/08(土),12:03,札幌,1-0,水戸,札幌厚別,8,269,スカパー！／スカパー！プレミアムサービス／北海道文化放送,18574
2016,Ｊ２,第３５節第１日,10/08(土),13:03,横浜FC,2-2,長崎,ニッパツ,2,465,スカパー！／スカパー！プレミアムサービス,18578
2016,Ｊ２,第３５節第１日,10/08(土),14:04,徳島,0-0,讃岐,鳴門大塚,4,177,スカパー！／スカパー！プレミアムサービス,18583
2016,Ｊ２,第３５節第１日,10/08(土),14:04,Ｃ大阪,3-2,岐阜,金鳥スタ,9,391,スカパー！／スカパー！プレミアムサービス,18582
2016,Ｊ２,第３５節第１日,10/08(土),14:04,山形,2-2,愛媛,ＮＤスタ,3,189,スカパー！／スカパー！プレミアムサービス,18575
2016,Ｊ２,第３５節第１日,10/08(土),15:03,松本,1-1,岡山,松本,12,648,スカパー！／スカパー！プレミアムサービス／長野朝日放送,18579
2016,Ｊ２,第３５節第１日,10/08(土),15:04,清水,2-0,町田,アイスタ,10,607,スカパー！／スカパー！プレミアムサービス,18581
2016,Ｊ２,第３５節第１日,10/08(土),16:03,東京Ｖ,1-1,北九州,味スタ,4,057,スカパー！／スカパー！プレミアムサービス,18577
2016,Ｊ２,第３５節第１日,10/08(土),16:03,千葉,0-3,京都,フクアリ,8,385,スカパー！／スカパー！プレミアムサービス／千葉テレビ,18576
2016,Ｊ２,第３５節第１日,10/08(土),16:03,熊本,1-1,群馬,うまスタ,4,281,スカパー！／スカパー！プレミアムサービス,18584
2016,Ｊ２,第３５節第１日,10/08(土),18:33,金沢,1-0,山口,石川西部,2,333,スカパー！／スカパー！プレミアムサービス,18580
2016,Ｊ２,第３６節第１日,10/16(日),13:03,岡山,1-1,Ｃ大阪,Ｃスタ,15,203,スカパー！／スカパー！プレミアムサービス／テレビせとうち,18592
2016,Ｊ２,第３６節第１日,10/16(日),14:03,北九州,3-0,讃岐,本城,2,307,スカパー！／スカパー！プレミアムサービス,18595
2016,Ｊ２,第３６節第１日,10/16(日),14:04,山形,1-0,東京Ｖ,ＮＤスタ,5,584,スカパー！／スカパー！プレミアムサービス,18585
2016,Ｊ２,第３６節第１日,10/16(日),15:04,京都,1-0,岐阜,西京極,7,299,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,18591
2016,Ｊ２,第３６節第１日,10/16(日),16:03,金沢,0-3,清水,石川西部,6,655,スカパー！／スカパー！プレミアムサービス,18590
2016,Ｊ２,第３６節第１日,10/16(日),16:03,水戸,1-1,横浜FC,Ｋｓスタ,5,517,スカパー！／スカパー！プレミアムサービス,18586
2016,Ｊ２,第３６節第１日,10/16(日),16:03,千葉,0-3,松本,フクアリ,12,732,スカパー！／スカパー！プレミアムサービス／千葉テレビ,18588
2016,Ｊ２,第３６節第１日,10/16(日),16:03,町田,1-0,熊本,町田,4,218,スカパー！／スカパー！プレミアムサービス,18589
2016,Ｊ２,第３６節第１日,10/16(日),17:03,山口,2-1,徳島,維新公園,4,008,スカパー！／スカパー！プレミアムサービス,18593
2016,Ｊ２,第３６節第１日,10/16(日),19:04,愛媛,2-2,札幌,ニンスタ,2,916,スカパー！／スカパー！プレミアムサービス,18594
2016,Ｊ２,第３６節第１日,10/16(日),19:34,群馬,3-0,長崎,正田スタ,2,980,スカパー！／スカパー！プレミアムサービス／群馬テレビ,18587
2016,Ｊ２,第３７節第１日,10/22(土),14:03,札幌,1-2,東京Ｖ,札幌ド,18,868,スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,18596
2016,Ｊ２,第３７節第１日,10/22(土),15:04,岐阜,1-2,町田,長良川,4,674,スカパー！／スカパー！プレミアムサービス／岐阜放送,18597
2016,Ｊ２,第３７節第２日,10/23(日),13:03,長崎,2-1,山口,トラスタ,4,617,スカパー！／スカパー！プレミアムサービス,18606
2016,Ｊ２,第３７節第２日,10/23(日),13:03,横浜FC,3-2,群馬,ニッパツ,4,751,スカパー！／スカパー！プレミアムサービス,18599
2016,Ｊ２,第３７節第２日,10/23(日),13:03,水戸,1-1,京都,Ｋｓスタ,4,768,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸,18598
2016,Ｊ２,第３７節第２日,10/23(日),13:04,讃岐,0-0,熊本,ピカスタ,2,524,スカパー！／スカパー！プレミアムサービス,18604
2016,Ｊ２,第３７節第２日,10/23(日),13:04,清水,2-0,北九州,アイスタ,12,159,スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡,18601
2016,Ｊ２,第３７節第２日,10/23(日),14:03,岡山,1-2,金沢,Ｃスタ,10,031,スカパー！／スカパー！プレミアムサービス,18603
2016,Ｊ２,第３７節第２日,10/23(日),14:04,松本,1-1,愛媛,松本,13,605,スカパー！／スカパー！プレミアムサービス,18600
2016,Ｊ２,第３７節第２日,10/23(日),14:04,Ｃ大阪,2-2,山形,金鳥スタ,10,025,スカパー！／スカパー！プレミアムサービス,18602
2016,Ｊ２,第３７節第２日,10/23(日),18:04,徳島,1-0,千葉,鳴門大塚,3,946,スカパー！／スカパー！プレミアムサービス,18605
2016,Ｊ２,第３８節第１日,10/29(土),17:04,群馬,0-4,清水,正田スタ,6,227,スカパー！／スカパー！プレミアムサービス,18608
2016,Ｊ２,第３８節第２日,10/30(日),13:03,千葉,0-0,長崎,フクアリ,9,088,スカパー！／スカパー！プレミアムサービス／千葉テレビ,18609
2016,Ｊ２,第３８節第２日,10/30(日),13:03,金沢,0-0,徳島,石川西部,4,612,スカパー！／スカパー！プレミアムサービス,18612
2016,Ｊ２,第３８節第２日,10/30(日),14:03,北九州,2-1,岐阜,本城,3,700,スカパー！／スカパー！プレミアムサービス,18616
2016,Ｊ２,第３８節第２日,10/30(日),14:04,Ｃ大阪,2-2,水戸,金鳥スタ,9,445,スカパー！／スカパー！プレミアムサービス,18614
2016,Ｊ２,第３８節第２日,10/30(日),14:04,山形,0-1,松本,ＮＤスタ,7,257,スカパー！／スカパー！プレミアムサービス,18607
2016,Ｊ２,第３８節第２日,10/30(日),15:03,町田,0-1,讃岐,町田,3,580,スカパー！／スカパー！プレミアムサービス,18611
2016,Ｊ２,第３８節第２日,10/30(日),15:03,熊本,2-0,札幌,うまスタ,7,880,スカパー！／スカパー！プレミアムサービス,18617
2016,Ｊ２,第３８節第２日,10/30(日),15:03,山口,0-2,横浜FC,維新公園,13,311,スカパー！／スカパー！プレミアムサービス,18615
2016,Ｊ２,第３８節第２日,10/30(日),15:04,京都,2-0,岡山,西京極,8,714,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,18613
2016,Ｊ２,第３８節第２日,10/30(日),16:03,東京Ｖ,1-1,愛媛,味スタ,6,931,スカパー！／スカパー！プレミアムサービス,18610
2016,Ｊ２,第３９節第１日,11/03(木・祝),13:03,長崎,0-0,北九州,トラスタ,6,526,スカパー！／スカパー！プレミアムサービス,18628
2016,Ｊ２,第３９節第１日,11/03(木・祝),13:03,水戸,0-3,徳島,Ｋｓスタ,4,247,スカパー！／スカパー！プレミアムサービス,18619
2016,Ｊ２,第３９節第１日,11/03(木・祝),13:03,横浜FC,2-1,山形,ニッパツ,6,912,スカパー！／スカパー！プレミアムサービス,18623
2016,Ｊ２,第３９節第１日,11/03(木・祝),14:03,町田,1-1,岡山,町田,4,163,スカパー！／スカパー！プレミアムサービス,18622
2016,Ｊ２,第３９節第１日,11/03(木・祝),14:03,札幌,4-1,讃岐,札幌ド,21,582,スカパー！／スカパー！プレミアムサービス／北海道テレビ放送,18618
2016,Ｊ２,第３９節第１日,11/03(木・祝),14:04,松本,1-0,熊本,松本,13,241,スカパー！／スカパー！プレミアムサービス／ＮＨＫ長野,18624
2016,Ｊ２,第３９節第１日,11/03(木・祝),14:04,愛媛,3-1,金沢,ニンスタ,4,895,スカパー！／スカパー！プレミアムサービス／ＮＨＫ松山,18627
2016,Ｊ２,第３９節第１日,11/03(木・祝),14:05,清水,4-1,京都,アイスタ,13,632,スカパー！／スカパー！プレミアムサービス／静岡放送,18625
2016,Ｊ２,第３９節第１日,11/03(木・祝),16:03,東京Ｖ,2-2,山口,味スタ,4,054,スカパー！／スカパー！プレミアムサービス,18621
2016,Ｊ２,第３９節第１日,11/03(木・祝),16:33,千葉,3-0,Ｃ大阪,フクアリ,10,948,スカパー！／スカパー！プレミアムサービス／千葉テレビ,18620
2016,Ｊ２,第３９節第１日,11/03(木・祝),18:04,岐阜,2-1,群馬,長良川,3,920,スカパー！／スカパー！プレミアムサービス,18626
2016,Ｊ２,第４０節第１日,11/06(日),13:03,讃岐,1-2,清水,ピカスタ,4,609,スカパー！／スカパー！プレミアムサービス,18636
2016,Ｊ２,第４０節第１日,11/06(日),13:03,岡山,1-2,水戸,Ｃスタ,9,216,スカパー！／スカパー！プレミアムサービス／ＮＨＫ岡山,18635
2016,Ｊ２,第４０節第１日,11/06(日),13:04,松本,2-0,東京Ｖ,松本,15,343,スカパー！／スカパー！プレミアムサービス,18631
2016,Ｊ２,第４０節第１日,11/06(日),13:04,北九州,1-3,町田,本城,2,937,スカパー！／スカパー！プレミアムサービス,18638
2016,Ｊ２,第４０節第１日,11/06(日),13:04,山形,1-0,長崎,ＮＤスタ,5,206,スカパー！／スカパー！プレミアムサービス,18629
2016,Ｊ２,第４０節第１日,11/06(日),13:04,徳島,2-1,札幌,鳴門大塚,4,402,スカパー！／スカパー！プレミアムサービス,18637
2016,Ｊ２,第４０節第１日,11/06(日),13:05,岐阜,2-0,横浜FC,長良川,9,060,スカパー！／スカパー！プレミアムサービス／岐阜放送,18633
2016,Ｊ２,第４０節第１日,11/06(日),13:05,熊本,1-2,京都,うまスタ,5,686,スカパー！／スカパー！プレミアムサービス／ＮＨＫ熊本,18639
2016,Ｊ２,第４０節第１日,11/06(日),17:03,金沢,1-2,千葉,石川西部,6,352,スカパー！／スカパー！プレミアムサービス,18632
2016,Ｊ２,第４０節第１日,11/06(日),19:04,群馬,2-0,山口,正田スタ,2,850,スカパー！／スカパー！プレミアムサービス／群馬テレビ,18630
2016,Ｊ２,第４０節第１日,11/06(日),19:04,Ｃ大阪,1-0,愛媛,金鳥スタ,8,714,スカパー！／スカパー！プレミアムサービス,18634
2016,Ｊ２,第４１節第１日,11/12(土),13:03,横浜FC,0-0,金沢,ニッパツ,3,510,スカパー！／スカパー！プレミアムサービス,18644
2016,Ｊ２,第４１節第１日,11/12(土),13:03,千葉,1-2,札幌,フクアリ,12,726,スカパー！／スカパー！プレミアムサービス／千葉テレビ,18641
2016,Ｊ２,第４１節第１日,11/12(土),13:04,山口,2-2,山形,維新公園,5,839,スカパー！／スカパー！プレミアムサービス／ＮＨＫ山口,18647
2016,Ｊ２,第４１節第１日,11/12(土),14:03,町田,2-1,松本,町田,9,519,スカパー！／スカパー！プレミアムサービス,18643
2016,Ｊ２,第４１節第１日,11/12(土),14:03,熊本,1-0,岐阜,うまスタ,6,306,スカパー！／スカパー！プレミアムサービス,18650
2016,Ｊ２,第４１節第１日,11/12(土),14:04,北九州,2-2,水戸,本城,5,689,スカパー！／スカパー！プレミアムサービス／ＮＨＫ北九州,18648
2016,Ｊ２,第４１節第１日,11/12(土),14:04,京都,0-1,愛媛,西京極,7,193,スカパー！／スカパー！プレミアムサービス／ＮＨＫ京都／ＮＨＫ松山／ＫＢＳ京都（録）,18646
2016,Ｊ２,第４１節第１日,11/12(土),15:04,清水,2-1,岡山,アイスタ,16,740,スカパー！／スカパー！プレミアムサービス／テレビ静岡,18645
2016,Ｊ２,第４１節第１日,11/12(土),15:04,群馬,0-3,徳島,正田スタ,5,515,スカパー！／スカパー！プレミアムサービス,18640
2016,Ｊ２,第４１節第１日,11/12(土),16:03,東京Ｖ,1-2,Ｃ大阪,味スタ,8,340,スカパー！／スカパー！プレミアムサービス,18642
2016,Ｊ２,第４１節第１日,11/12(土),18:03,長崎,1-2,讃岐,トラスタ,3,723,スカパー！／スカパー！プレミアムサービス,18649
2016,Ｊ２,第４２節第１日,11/20(日),14:04,Ｃ大阪,1-0,熊本,金鳥スタ,11,452,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大阪（近畿ブロック）／ＮＨＫ熊本,18656
2016,Ｊ２,第４２節第１日,11/20(日),14:04,札幌,0-0,金沢,札幌ド,33,697,スカパー！／スカパー！プレミアムサービス／テレビ北海道,18651
2016,Ｊ２,第４２節第１日,11/20(日),14:04,愛媛,0-1,町田,ニンスタ,4,519,スカパー！／スカパー！プレミアムサービス,18660
2016,Ｊ２,第４２節第１日,11/20(日),14:04,長崎,0-2,京都,トラスタ,5,509,スカパー！／スカパー！プレミアムサービス,18661
2016,Ｊ２,第４２節第１日,11/20(日),14:04,水戸,0-2,山口,Ｋｓスタ,7,274,スカパー！／スカパー！プレミアムサービス,18653
2016,Ｊ２,第４２節第１日,11/20(日),14:04,松本,3-2,横浜FC,松本,19,632,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,18654
2016,Ｊ２,第４２節第１日,11/20(日),14:04,山形,3-0,北九州,ＮＤスタ,6,624,スカパー！／スカパー！プレミアムサービス,18652
2016,Ｊ２,第４２節第１日,11/20(日),14:04,徳島,1-2,清水,鳴門大塚,9,767,スカパー！／スカパー！プレミアムサービス／ＮＨＫ徳島,18659
2016,Ｊ２,第４２節第１日,11/20(日),14:04,讃岐,1-1,千葉,ピカスタ,4,461,スカパー！／スカパー！プレミアムサービス,18658
2016,Ｊ２,第４２節第１日,11/20(日),14:04,岡山,3-3,群馬,Ｃスタ,15,204,スカパー！／スカパー！プレミアムサービス,18657
2016,Ｊ２,第４２節第１日,11/20(日),14:04,岐阜,4-2,東京Ｖ,長良川,12,158,スカパー！／スカパー！プレミアムサービス／岐阜放送,18655
